cue	response	strength
一个人	两个人	0.0208333333333333
一个人	人	0.0416666666666667
一个人	人类	0.0208333333333333
一个人	单身	0.0625
一个人	单身狗	0.0208333333333333
一个人	吃饭	0.0625
一个人	听歌	0.0208333333333333
一个人	哭	0.0208333333333333
一个人	好	0.0416666666666667
一个人	孤单	0.0208333333333333
一个人	孤独	0.208333333333333
一个人	开车	0.0208333333333333
一个人	散步	0.0208333333333333
一个人	日常	0.0208333333333333
一个人	歌曲	0.0416666666666667
一个人	火锅	0.0208333333333333
一个人	狗	0.0208333333333333
一个人	独	0.0208333333333333
一个人	独处	0.0208333333333333
一个人	独自	0.0833333333333333
一个人	猫	0.0208333333333333
一个人	生活	0.0208333333333333
一个人	睡觉	0.0208333333333333
一个人	自在	0.0208333333333333
一个人	自己	0.0416666666666667
一个人	自由	0.0208333333333333
一个人	路人	0.0208333333333333
一些	一点	0.0666666666666667
一些	东西	0.2
一些	书	0.0222222222222222
一些	事	0.0222222222222222
一些	人	0.0888888888888889
一些	人类	0.0222222222222222
一些	吃的	0.0222222222222222
一些	好多	0.0222222222222222
一些	小	0.0222222222222222
一些	很多	0.111111111111111
一些	很少	0.0222222222222222
一些	想法	0.0444444444444444
一些	故事	0.0222222222222222
一些	有点	0.0222222222222222
一些	梨	0.0222222222222222
一些	水果	0.0222222222222222
一些	知识	0.0222222222222222
一些	糖果	0.0222222222222222
一些	苹果	0.0222222222222222
一些	许多	0.0222222222222222
一些	话题	0.0222222222222222
一些	调料	0.0222222222222222
一些	适量	0.0222222222222222
一些	钱	0.0222222222222222
一些	零食	0.0222222222222222
一些	风气	0.0222222222222222
一些	食物	0.0222222222222222
一人	一个人	0.0526315789473684
一人	两人	0.0789473684210526
一人	众人	0.0263157894736842
一人	依然	0.0263157894736842
一人	单独	0.0263157894736842
一人	单身	0.0263157894736842
一人	原始人	0.0263157894736842
一人	吃饭	0.0526315789473684
一人	夕阳	0.0263157894736842
一人	孤单	0.131578947368421
一人	孤独	0.236842105263158
一人	日语	0.0263157894736842
一人	树林	0.0263157894736842
一人	独自	0.0789473684210526
一人	自在	0.0263157894736842
一人	自由	0.0789473684210526
一人	行	0.0263157894736842
一人	饮酒	0.0263157894736842
一切	一直	0.0232558139534884
一切	万物	0.0232558139534884
一切	世界	0.0232558139534884
一切	事物	0.0232558139534884
一切	全部	0.0930232558139535
一切	刀	0.0232558139534884
一切	包容	0.0232558139534884
一切	可能	0.0232558139534884
一切	多	0.0232558139534884
一切	宇宙	0.0232558139534884
一切	完美	0.0232558139534884
一切	幻想	0.0232558139534884
一切	所以	0.0232558139534884
一切	所有	0.511627906976744
一切	教育	0.0232558139534884
一切	朋友	0.0232558139534884
一切	权力	0.0232558139534884
一切	目的	0.0232558139534884
一切	红绿灯	0.0232558139534884
一双	一对	0.121951219512195
一双	两个人	0.024390243902439
一双	手	0.0487804878048781
一双	手套	0.024390243902439
一双	筷子	0.24390243902439
一双	腿	0.024390243902439
一双	袜子	0.0975609756097561
一双	鞋子	0.365853658536585
一双	鸟	0.0487804878048781
一天	上午	0.03125
一天	上学	0.03125
一天	今天	0.03125
一天	周末	0.0625
一天	天天	0.03125
一天	天气	0.03125
一天	太阳	0.03125
一天	完整	0.03125
一天	开心	0.03125
一天	忙碌	0.03125
一天	快乐	0.0625
一天	无聊	0.03125
一天	日	0.03125
一天	早晨	0.03125
一天	时间	0.125
一天	晚上	0.0625
一天	疲惫	0.03125
一天	白天	0.03125
一天	的	0.03125
一天	粉红	0.03125
一天	累	0.0625
一天	辛苦	0.03125
一天	这	0.03125
一天	阳光	0.03125
一天	阳光明媚	0.03125
一定	一个	0.0238095238095238
一定	不会	0.0238095238095238
一定	保证	0.0476190476190476
一定	去	0.0238095238095238
一定	可以	0.0714285714285714
一定	可能	0.0238095238095238
一定	坚决	0.0238095238095238
一定	坚定	0.0238095238095238
一定	好的	0.0238095238095238
一定	完成	0.0238095238095238
一定	实现	0.0238095238095238
一定	必须	0.142857142857143
一定	成功	0.0238095238095238
一定	承诺	0.0476190476190476
一定	来	0.0238095238095238
一定	毫无疑问	0.0238095238095238
一定	点头	0.0238095238095238
一定	确定	0.0238095238095238
一定	绝对	0.0952380952380952
一定	肯定	0.238095238095238
一定	达成	0.0238095238095238
一家人	东北	0.0227272727272727
一家人	交流	0.0227272727272727
一家人	亲戚	0.0227272727272727
一家人	伤心	0.0227272727272727
一家人	吃饭	0.0227272727272727
一家人	和睦	0.136363636363636
一家人	和谐	0.0227272727272727
一家人	团圆	0.0454545454545455
一家人	团结	0.0227272727272727
一家人	团聚	0.0454545454545455
一家人	在一起	0.0454545454545455
一家人	家人	0.0227272727272727
一家人	家庭	0.0454545454545455
一家人	家暴	0.0227272727272727
一家人	开心	0.0227272727272727
一家人	心累	0.0227272727272727
一家人	我	0.0227272727272727
一家人	房子	0.0454545454545455
一家人	打架	0.0227272727272727
一家人	树	0.0227272727272727
一家人	欢乐	0.0227272727272727
一家人	温暖	0.0227272727272727
一家人	父亲	0.0227272727272727
一家人	父母	0.0681818181818182
一家人	爸妈	0.0454545454545455
一家人	爸爸	0.0681818181818182
一家人	狗	0.0454545454545455
一家人	老人	0.0227272727272727
一对	一	0.0256410256410256
一对	一双	0.153846153846154
一对	一起	0.0256410256410256
一对	人	0.0256410256410256
一对	单身狗	0.0256410256410256
一对	合适	0.0256410256410256
一对	夫妇	0.0256410256410256
一对	夫妻	0.128205128205128
一对	恋人	0.0512820512820513
一对	情侣	0.230769230769231
一对	活宝	0.0256410256410256
一对	燕子	0.0256410256410256
一对	爱人	0.0256410256410256
一对	男人	0.0256410256410256
一对	男女	0.0512820512820513
一对	翅膀	0.0256410256410256
一对	耳环	0.0512820512820513
一对	鸟	0.0256410256410256
一对	鸽子	0.0256410256410256
一成不变	一丝不苟	0.0285714285714286
一成不变	不变	0.0285714285714286
一成不变	乏味	0.0285714285714286
一成不变	人	0.0285714285714286
一成不变	保守	0.0285714285714286
一成不变	保持	0.0285714285714286
一成不变	变化	0.0285714285714286
一成不变	古板	0.0571428571428571
一成不变	呆板	0.0285714285714286
一成不变	固执	0.114285714285714
一成不变	地球	0.0285714285714286
一成不变	墨守成规	0.0857142857142857
一成不变	工作	0.0285714285714286
一成不变	平凡	0.0285714285714286
一成不变	思想	0.0857142857142857
一成不变	性格	0.0285714285714286
一成不变	成就	0.0285714285714286
一成不变	成语	0.0285714285714286
一成不变	无聊	0.0571428571428571
一成不变	木头	0.0285714285714286
一成不变	本性	0.0285714285714286
一成不变	死板	0.0571428571428571
一成不变	永恒	0.0285714285714286
一成不变	生活	0.0285714285714286
一成不变	顽固	0.0285714285714286
一打	十二	0.027027027027027
一打	单位	0.027027027027027
一打	啤酒	0.243243243243243
一打	扑克	0.027027027027027
一打	报纸	0.027027027027027
一打	水	0.027027027027027
一打	水果	0.027027027027027
一打	汽水	0.0540540540540541
一打	物品	0.0540540540540541
一打	简单	0.027027027027027
一打	羽毛球	0.0540540540540541
一打	苹果	0.027027027027027
一打	袜子	0.0810810810810811
一打	许多	0.027027027027027
一打	钞票	0.027027027027027
一打	钱	0.027027027027027
一打	鸡蛋	0.216216216216216
一望无际	大	0.0444444444444444
一望无际	大海	0.0666666666666667
一望无际	大草原	0.0888888888888889
一望无际	天	0.0222222222222222
一望无际	天空	0.0444444444444444
一望无际	宇宙	0.0222222222222222
一望无际	宽广	0.0222222222222222
一望无际	平原	0.133333333333333
一望无际	广阔	0.0222222222222222
一望无际	无垠	0.0444444444444444
一望无际	无边无际	0.0222222222222222
一望无际	海	0.0444444444444444
一望无际	海洋	0.0222222222222222
一望无际	田野	0.111111111111111
一望无际	舒适	0.0222222222222222
一望无际	草原	0.2
一望无际	课文	0.0222222222222222
一望无际	远	0.0444444444444444
一样	一个	0.027027027027027
一样	不一样	0.0540540540540541
一样	不同	0.108108108108108
一样	东西	0.135135135135135
一样	人	0.027027027027027
一样	刻板	0.027027027027027
一样	双倍	0.027027027027027
一样	双胞胎	0.0540540540540541
一样	同样	0.027027027027027
一样	大概	0.027027027027027
一样	失败	0.027027027027027
一样	好	0.027027027027027
一样	样子	0.027027027027027
一样	痛	0.027027027027027
一样	相似	0.027027027027027
一样	相同	0.27027027027027
一样	统一	0.027027027027027
一样	衣服	0.027027027027027
一样	都	0.027027027027027
一次	一个	0.0238095238095238
一次	两次	0.357142857142857
一次	交流	0.0238095238095238
一次	做爱	0.0238095238095238
一次	创新	0.0238095238095238
一次	初恋	0.0238095238095238
一次	唯一	0.0238095238095238
一次	完毕	0.0238095238095238
一次	少	0.0238095238095238
一次	尝试	0.0238095238095238
一次	性交	0.0476190476190476
一次	旅行	0.0476190476190476
一次	机会	0.0476190476190476
一次	机遇	0.0238095238095238
一次	第一	0.0238095238095238
一次	第一次	0.0714285714285714
一次	算数	0.0238095238095238
一次	紧张	0.0238095238095238
一次	经历	0.0238095238095238
一次	考试	0.0476190476190476
一次	记忆	0.0238095238095238
一次	频率	0.0238095238095238
一流	人名	0.0263157894736842
一流	人才	0.0526315789473684
一流	企业	0.0263157894736842
一流	优秀	0.0263157894736842
一流	剧本	0.0263157894736842
一流	厉害	0.0263157894736842
一流	品牌	0.0263157894736842
一流	城市	0.0263157894736842
一流	大学	0.368421052631579
一流	好	0.0263157894736842
一流	学校	0.0263157894736842
一流	学生	0.0263157894736842
一流	技术	0.0263157894736842
一流	最好	0.0263157894736842
一流	最高	0.0263157894736842
一流	服务	0.0263157894736842
一流	本科	0.0263157894736842
一流	水平	0.0789473684210526
一流	流浪	0.0263157894736842
一流	第一	0.0263157894736842
一流	高校	0.0526315789473684
一点	一些	0.0277777777777778
一点	一点点	0.194444444444444
一点	力气	0.0277777777777778
一点	园	0.0277777777777778
一点	圈	0.0277777777777778
一点	奶茶	0.0833333333333333
一点	少	0.111111111111111
一点	少量	0.0277777777777778
一点	尺子	0.0277777777777778
一点	很多	0.0277777777777778
一点	很少	0.0277777777777778
一点	感觉	0.0277777777777778
一点	时间	0.111111111111111
一点	点	0.0555555555555556
一点	糖	0.0277777777777778
一点	红	0.0277777777777778
一点	钟	0.0277777777777778
一点	钱	0.0277777777777778
一点	颜色	0.0277777777777778
一点	食物	0.0277777777777778
一点点	一些	0.0238095238095238
一点点	一点	0.0238095238095238
一点点	吃	0.0238095238095238
一点点	奶茶	0.357142857142857
一点点	好吧	0.0238095238095238
一点点	好喝	0.0476190476190476
一点点	少	0.0238095238095238
一点点	少量	0.0238095238095238
一点点	很多	0.0476190476190476
一点点	很少	0.119047619047619
一点点	懒	0.0238095238095238
一点点	时间	0.0238095238095238
一点点	水	0.0238095238095238
一点点	没有	0.0238095238095238
一点点	盐	0.0476190476190476
一点点	稍微	0.0238095238095238
一点点	精准	0.0238095238095238
一点点	辣椒	0.0238095238095238
一点点	雨	0.0238095238095238
一点点	零食	0.0238095238095238
一点点	饼干	0.0238095238095238
一片	乌鸦	0.0208333333333333
一片	书	0.0208333333333333
一片	云	0.0208333333333333
一片	云彩	0.0208333333333333
一片	卫生巾	0.0208333333333333
一片	叶子	0.145833333333333
一片	土地	0.0208333333333333
一片	大海	0.0208333333333333
一片	树叶	0.166666666666667
一片	树林	0.0208333333333333
一片	森林	0.0208333333333333
一片	海	0.0416666666666667
一片	稻田	0.0208333333333333
一片	纸	0.0416666666666667
一片	花	0.0416666666666667
一片	花海	0.0416666666666667
一片	苹果	0.0208333333333333
一片	草原	0.0833333333333333
一片	荒芜	0.0208333333333333
一片	雪	0.0416666666666667
一片	雪花	0.0625
一片	面包	0.0833333333333333
一生	一辈子	0.137931034482759
一生	人	0.0689655172413793
一生	人生	0.0344827586206897
一生	匆匆	0.0344827586206897
一生	墓碑	0.0344827586206897
一生	永远	0.172413793103448
一生	沉重	0.0344827586206897
一生	漫长	0.137931034482759
一生	爱情	0.0344827586206897
一生	牵手	0.0344827586206897
一生	生活	0.0344827586206897
一生	男女	0.0344827586206897
一生	短暂	0.0344827586206897
一生	结束	0.0344827586206897
一生	起伏	0.0344827586206897
一生	长	0.0344827586206897
一生	长久	0.0344827586206897
一生	陪伴	0.0344827586206897
一百	一	0.032258064516129
一百	二十	0.032258064516129
一百	人民币	0.225806451612903
一百	元	0.0645161290322581
一百	分	0.032258064516129
一百	分数	0.0967741935483871
一百	圆满	0.032258064516129
一百	块	0.0645161290322581
一百	成绩	0.0645161290322581
一百	数字	0.032258064516129
一百	毛爷爷	0.0645161290322581
一百	满分	0.032258064516129
一百	约会	0.032258064516129
一百	钱	0.193548387096774
一百分	优秀	0.0434782608695652
一百分	好	0.0652173913043478
一百分	完美	0.0434782608695652
一百分	小学	0.0217391304347826
一百分	很好	0.0217391304347826
一百分	悲哀	0.0217391304347826
一百分	成绩	0.0217391304347826
一百分	满分	0.5
一百分	满意	0.0217391304347826
一百分	满足	0.0217391304347826
一百分	男友	0.0217391304347826
一百分	第一	0.0217391304347826
一百分	精英	0.0217391304347826
一百分	考试	0.0217391304347826
一百分	表现	0.0217391304347826
一百分	试卷	0.0652173913043478
一百分	进步	0.0217391304347826
一百分	高兴	0.0217391304347826
一直	下雨	0.0294117647058824
一直	保持	0.0588235294117647
一直	前进	0.0294117647058824
一直	唠叨	0.0294117647058824
一直	喜欢	0.0294117647058824
一直	在	0.0294117647058824
一直	在一起	0.0294117647058824
一直	坚持	0.0294117647058824
一直	很好	0.0294117647058824
一直	总是	0.0882352941176471
一直	持久	0.0294117647058824
一直	持续	0.117647058823529
一直	永恒	0.0294117647058824
一直	永远	0.147058823529412
一直	状态	0.0294117647058824
一直	睡觉	0.0294117647058824
一直	笔	0.0294117647058824
一直	等待	0.0294117647058824
一直	这样	0.0294117647058824
一直	陪伴	0.0588235294117647
一直	雨	0.0588235294117647
一笑	倾城	0.333333333333333
一笑	原谅	0.0555555555555556
一笑	哭	0.0555555555555556
一笑	喜剧	0.0555555555555556
一笑	女孩	0.0555555555555556
一笑	开心	0.0555555555555556
一笑	微笑	0.0555555555555556
一笑	消失	0.0555555555555556
一笑	温暖	0.0555555555555556
一笑	牙齿	0.0555555555555556
一笑	笑声	0.0555555555555556
一笑	美人	0.0555555555555556
一笑	高兴	0.0555555555555556
一群人	一个人	0.0681818181818182
一群人	人山人海	0.0227272727272727
一群人	人群	0.0681818181818182
一群人	众人	0.0454545454545455
一群人	叽叽喳喳	0.0227272727272727
一群人	吃饭	0.0909090909090909
一群人	喧闹	0.0227272727272727
一群人	实验	0.0227272727272727
一群人	寂寞	0.0227272727272727
一群人	广场舞	0.0227272727272727
一群人	庸俗	0.0227272727272727
一群人	开会	0.0227272727272727
一群人	很多人	0.0454545454545455
一群人	拥挤	0.0454545454545455
一群人	挤	0.0227272727272727
一群人	排队	0.0227272727272727
一群人	搞事	0.0227272727272727
一群人	有趣	0.0227272727272727
一群人	朋友	0.0454545454545455
一群人	游行	0.0227272727272727
一群人	烦	0.0227272727272727
一群人	热闹	0.0227272727272727
一群人	狂欢	0.0454545454545455
一群人	玩	0.0227272727272727
一群人	神经病	0.0227272727272727
一群人	聚会	0.0454545454545455
一群人	讨论	0.0227272727272727
一群人	远离	0.0227272727272727
一群人	造反	0.0227272727272727
一群人	黑色	0.0227272727272727
一致	一样	0.108695652173913
一致	合作	0.0217391304347826
一致	合同	0.0217391304347826
一致	合理	0.0217391304347826
一致	同意	0.130434782608696
一致	和谐	0.0217391304347826
一致	团结	0.0434782608695652
一致	对外	0.108695652173913
一致	尺子	0.0217391304347826
一致	情绪	0.0217391304347826
一致	想法	0.0652173913043478
一致	意见	0.0434782608695652
一致	感觉	0.0217391304347826
一致	握手	0.0217391304347826
一致	目标	0.0434782608695652
一致	相同	0.0652173913043478
一致	统一	0.0217391304347826
一致	表达	0.0217391304347826
一致	观念	0.0217391304347826
一致	观点	0.0434782608695652
一致	赞同	0.0217391304347826
一致	赞成	0.0217391304347826
一致	通过	0.0434782608695652
一致	默契	0.0217391304347826
一般	人	0.0208333333333333
一般	优秀	0.0208333333333333
一般	可以	0.0208333333333333
一般	好的	0.0208333333333333
一般	平凡	0.0208333333333333
一般	平庸	0.0416666666666667
一般	心情	0.0208333333333333
一般	成绩	0.0208333333333333
一般	普通	0.583333333333333
一般	有趣	0.0208333333333333
一般	水平	0.0208333333333333
一般	特别	0.0208333333333333
一般	特殊	0.0416666666666667
一般	还可以	0.0208333333333333
一般	还好	0.0208333333333333
一般	通常	0.0208333333333333
一般	长相	0.0208333333333333
一般	非常	0.0208333333333333
一起	互助	0.0227272727272727
一起	做梦	0.0227272727272727
一起	共同	0.0909090909090909
一起	分手	0.0227272727272727
一起	吃饭	0.0681818181818182
一起	合作	0.0454545454545455
一起	告白	0.0227272727272727
一起	回家	0.0227272727272727
一起	在	0.0227272727272727
一起	在一起	0.0454545454545455
一起	大家	0.0227272727272727
一起	干活	0.0227272727272727
一起	开车	0.0227272727272727
一起	成长	0.0227272727272727
一起	摇摆	0.0227272727272727
一起	旅行	0.0227272727272727
一起	朋友	0.0681818181818182
一起	死	0.0227272727272727
一起	玩	0.0909090909090909
一起	相处	0.0227272727272727
一起	看	0.0227272727272727
一起	突破	0.0227272727272727
一起	走	0.159090909090909
一起	起来	0.0227272727272727
一起	逛街	0.0227272727272727
一起	陪伴	0.0227272727272727
一辈子	一个人	0.0408163265306122
一辈子	一生	0.0408163265306122
一辈子	一群人	0.0204081632653061
一辈子	不存在	0.0204081632653061
一辈子	人生	0.0204081632653061
一辈子	伴侣	0.0204081632653061
一辈子	吃饭	0.0204081632653061
一辈子	在一起	0.0612244897959184
一辈子	婚姻	0.0408163265306122
一辈子	幸福	0.0204081632653061
一辈子	很长	0.0204081632653061
一辈子	我爱你	0.0204081632653061
一辈子	时间	0.0204081632653061
一辈子	朋友	0.0204081632653061
一辈子	梦想	0.0204081632653061
一辈子	永远	0.0408163265306122
一辈子	爱	0.0612244897959184
一辈子	爱人	0.0408163265306122
一辈子	爱情	0.122448979591837
一辈子	珍惜	0.0204081632653061
一辈子	生	0.0204081632653061
一辈子	痛苦	0.0204081632653061
一辈子	白发	0.0408163265306122
一辈子	结婚	0.122448979591837
一辈子	结果	0.0204081632653061
一辈子	老人	0.0204081632653061
一辈子	长	0.0408163265306122
一辈子	长远	0.0204081632653061
丁克	两个人	0.024390243902439
丁克	优秀	0.024390243902439
丁克	偏见	0.024390243902439
丁克	儿子	0.024390243902439
丁克	别墅	0.024390243902439
丁克	单身	0.0487804878048781
丁克	夫妻	0.0487804878048781
丁克	好	0.024390243902439
丁克	子女	0.0487804878048781
丁克	孩子	0.146341463414634
丁克	家庭	0.121951219512195
丁克	家族	0.121951219512195
丁克	小孩	0.024390243902439
丁克	想	0.024390243902439
丁克	成熟	0.024390243902439
丁克	时尚	0.024390243902439
丁克	猫	0.024390243902439
丁克	理想	0.024390243902439
丁克	结婚	0.024390243902439
丁克	绝望	0.024390243902439
丁克	自由	0.024390243902439
丁克	选择	0.024390243902439
丁克	酷	0.024390243902439
丁克	重男轻女	0.024390243902439
丁克	领养	0.024390243902439
七	上	0.025
七	九	0.025
七	仙女	0.075
七	八	0.425
七	小矮人	0.025
七	幸运	0.075
七	数字	0.35
七彩	云	0.024390243902439
七彩	云朵	0.0487804878048781
七彩	五颜六色	0.024390243902439
七彩	光芒	0.024390243902439
七彩	多彩	0.024390243902439
七彩	彩色	0.024390243902439
七彩	彩虹	0.634146341463415
七彩	斑斓	0.024390243902439
七彩	泡沫	0.024390243902439
七彩	灯	0.024390243902439
七彩	眼泪	0.024390243902439
七彩	色彩	0.024390243902439
七彩	花	0.024390243902439
七彩	角色	0.024390243902439
七彩	颜色	0.024390243902439
七情六欲	人	0.129032258064516
七情六欲	人类	0.032258064516129
七情六欲	佛	0.032258064516129
七情六欲	佛教	0.0645161290322581
七情六欲	凡人	0.032258064516129
七情六欲	和尚	0.0967741935483871
七情六欲	唐僧	0.032258064516129
七情六欲	圣人	0.032258064516129
七情六欲	性欲	0.032258064516129
七情六欲	情感	0.0967741935483871
七情六欲	情绪	0.032258064516129
七情六欲	普通人	0.032258064516129
七情六欲	欲望	0.0645161290322581
七情六欲	正常	0.032258064516129
七情六欲	爱情	0.0967741935483871
七情六欲	男人	0.032258064516129
七情六欲	男女	0.032258064516129
七情六欲	禁忌	0.032258064516129
七情六欲	繁殖	0.032258064516129
七情六欲	需求	0.032258064516129
七星	勺子	0.125
七星	天空	0.1875
七星	宝剑	0.0625
七星	星星	0.0625
七星	瓢虫	0.4375
七星	级别	0.0625
七星	香烟	0.0625
万千	不要	0.0263157894736842
万千	世界	0.0526315789473684
万千	人	0.105263157894737
万千	众多	0.0263157894736842
万千	元	0.0263157894736842
万千	别	0.0263157894736842
万千	多少	0.0263157894736842
万千	女性	0.0263157894736842
万千	小心	0.0263157894736842
万千	少女	0.157894736842105
万千	庞大	0.0263157894736842
万千	很多	0.0789473684210526
万千	思绪	0.0526315789473684
万千	感慨	0.0526315789473684
万千	数字	0.0263157894736842
万千	数目	0.0263157894736842
万千	数量	0.0526315789473684
万千	海	0.0263157894736842
万千	炮火	0.0263157894736842
万千	烟火	0.0263157894736842
万千	精彩	0.0263157894736842
万千	繁华	0.0263157894736842
万千	许多	0.0263157894736842
万千	钱	0.0263157894736842
万圣节	南瓜	0.5
万圣节	南瓜灯	0.0909090909090909
万圣节	国外	0.0227272727272727
万圣节	捣蛋	0.0227272727272727
万圣节	排队	0.0227272727272727
万圣节	火鸡	0.0227272727272727
万圣节	糖	0.0454545454545455
万圣节	糖果	0.0681818181818182
万圣节	西方	0.0454545454545455
万圣节	鬼	0.0681818181818182
万圣节	鬼怪	0.0681818181818182
万圣节	黑色	0.0227272727272727
万岁	假期	0.024390243902439
万岁	共产主义	0.024390243902439
万岁	喜悦	0.024390243902439
万岁	天安门	0.024390243902439
万岁	妄想	0.024390243902439
万岁	希特勒	0.024390243902439
万岁	庆祝	0.024390243902439
万岁	开心	0.024390243902439
万岁	摇滚	0.024390243902439
万岁	日本	0.024390243902439
万岁	欢呼	0.0487804878048781
万岁	毛主席	0.0487804878048781
万岁	民国	0.0487804878048781
万岁	永远	0.024390243902439
万岁	皇上	0.341463414634146
万岁	皇帝	0.24390243902439
万有引力	下落	0.0185185185185185
万有引力	吸引	0.037037037037037
万有引力	地球	0.111111111111111
万有引力	小说	0.0185185185185185
万有引力	牛顿	0.666666666666667
万有引力	物理	0.037037037037037
万有引力	电影	0.0185185185185185
万有引力	神奇	0.0185185185185185
万有引力	科学	0.0185185185185185
万有引力	耽美	0.0185185185185185
万有引力	重力	0.0185185185185185
万有引力	霍金	0.0185185185185185
万物	世界	0.0512820512820513
万物	复苏	0.179487179487179
万物	天地	0.0256410256410256
万物	宇宙	0.0256410256410256
万物	安静	0.0256410256410256
万物	春天	0.0256410256410256
万物	死	0.0256410256410256
万物	生	0.0769230769230769
万物	生物	0.0256410256410256
万物	生长	0.435897435897436
万物	绿	0.0256410256410256
万物	自然	0.0256410256410256
万物	草地	0.0256410256410256
万物	道教	0.0256410256410256
万能	不存在	0.024390243902439
万能	互联网	0.024390243902439
万能	人	0.024390243902439
万能	全能	0.121951219512195
万能	厉害	0.0731707317073171
万能	完美	0.024390243902439
万能	工具	0.0731707317073171
万能	所有	0.024390243902439
万能	方法	0.024390243902439
万能	理由	0.024390243902439
万能	神	0.0487804878048781
万能	神奇	0.024390243902439
万能	稀少	0.024390243902439
万能	网络	0.024390243902439
万能	胶水	0.024390243902439
万能	药水	0.024390243902439
万能	超人	0.024390243902439
万能	钥匙	0.341463414634146
万能	钱	0.024390243902439
万里	单位	0.0285714285714286
万里	地球	0.0285714285714286
万里	外国	0.0285714285714286
万里	学校	0.0285714285714286
万里	旅行	0.0285714285714286
万里	海底	0.0285714285714286
万里	路	0.0285714285714286
万里	遥远	0.0285714285714286
万里	长城	0.6
万里	长征	0.171428571428571
丈夫	先生	0.02
丈夫	大丈夫	0.04
丈夫	夫人	0.04
丈夫	夫妇	0.02
丈夫	女人	0.02
丈夫	妻子	0.44
丈夫	孩子	0.02
丈夫	家暴	0.02
丈夫	暴力	0.02
丈夫	男	0.02
丈夫	男人	0.08
丈夫	男性	0.02
丈夫	真好	0.02
丈夫	老公	0.1
丈夫	老婆	0.06
丈夫	责任	0.04
丈夫	陪伴	0.02
三	一	0.0222222222222222
三	三角形	0.0222222222222222
三	个	0.0444444444444444
三	九	0.0222222222222222
三	二	0.333333333333333
三	人	0.0222222222222222
三	印度	0.0222222222222222
三	品	0.0222222222222222
三	四	0.2
三	小三	0.0666666666666667
三	山	0.0222222222222222
三	很多	0.0222222222222222
三	手指	0.0222222222222222
三	数字	0.111111111111111
三	第三者	0.0444444444444444
三体	三维	0.0303030303030303
三体	世界	0.0303030303030303
三体	书	0.121212121212121
三体	体育	0.0303030303030303
三体	外星人	0.0303030303030303
三体	天体	0.0303030303030303
三体	宇宙	0.0909090909090909
三体	小说	0.212121212121212
三体	幻想	0.0303030303030303
三体	电影	0.0606060606060606
三体	科幻	0.333333333333333
三国	中国	0.0714285714285714
三国	战乱	0.0714285714285714
三国	战争	0.0714285714285714
三国	时代	0.0714285714285714
三国	曹操	0.214285714285714
三国	桌游	0.0714285714285714
三国	演绎	0.214285714285714
