token,count
兄,121555
楚,121245
艾,121108
惊,121015
捐,120872
奉,120687
卢,119810
耳,119638
董,119275
麻,119164
横,118409
旦,118258
宫,117959
徽,117949
拖,117750
鹏,117590
混,117137
牲,116593
迁,116418
哲,116348
燃,116308
软,116161
仁,115579
捕,115573
末,115520
穷,115254
抽,115215
询,114077
莱,113853
跳,113702
摩,113456
杯,113037
醒,112987
舍,112842
籍,112790
削,112607
圆,112489
慢,112230
替,111957
扫,111927
崇,111706
菲,111508
毅,111021
码,110863
羊,110585
邻,110520
蓝,110399
概,110243
塑,109758
穆,109097
碍,108573
圣,108417
册,108197
敦,107806
圈,107623
辟,106954
奔,106703
珠,106174
趣,106124
账,106118
豪,106019
纽,105877
滑,105757
呈,105471
饮,105393
佛,105223
轨,105221
秩,105104
祥,104887
拒,104609
辩,104287
妈,104098
冒,103862
渡,103815
纺,103791
净,103772
戴,103460
欣,103108
畅,102820
昆,102699
耗,102691
吧,102509
赖,102345
俗,102294
惯,102157
箱,101790
漫,101236
晨,101092
默,101052
洞,100949
薄,100932
撑,100863
迷,100859
搬,100413
役,100249
虫,100181
洗,100092
慰,99917
壤,99827
堡,99733
懂,99561
伪,99557
滨,99379
悟,99050
涵,98925
裂,98227
墙,97994
掘,97989
拨,97934
赏,97906
隐,97743
骗,97738
敏,97401
寒,96900
缴,96691
腾,96616
甲,96439
奶,96054
扣,95644
铺,95276
池,95231
婚,95144
忆,95045
氛,94953
旁,94659
伏,94604
驶,94592
陷,93942
纵,93742
涌,93628
窗,93611
峡,93403
幼,93225
孟,93076
旺,92388
棋,92366
佩,92303
竹,92053
炭,91731
搭,91591
宇,91476
档,91356
碎,91311
忧,91293
割,91004
摇,90954
辞,90793
浩,90688
稿,90649
虎,90577
缅,90526
刀,90371
暂,90311
抱,90307
鸡,90298
吁,89945
钻,89875
您,89574
圳,89441
阁,89387
碳,89365
裕,89335
隔,89168
猛,89051
杭,88721
晋,88560
浓,88374
绘,88155
诸,87923
驾,87858
娘,87732
轰,87632
篮,87557
忽,87337
彭,87199
绪,87168
愈,86987
瓜,86920
陪,86808
剥,86766
踏,86717
脸,86523
舆,86499
赤,86333
蔬,86281
旨,86151
磨,86099
炎,85885
吹,85838
侧,85779
谴,85591
券,85554
盐,85378
贾,85058
岭,84935
胆,84877
驱,84767
荡,84691
刺,84284
彰,84026
豆,83869
锡,83813
舰,83612
旬,83402
乔,82870
逃,82863
聘,82612
霸,82484
辈,81772
辅,81528
蓄,81401
尺,81390
壁,81288
宿,81246
朴,81019
携,80888
耀,80806
狂,80663
闲,80654
盲,80638
插,80214
铜,80151
番,80135
闹,80001
陶,79991
嘉,79987
尖,79950
亏,79861
凤,79858
罢,79843
鸣,79669
锻,79624
镜,79439
砖,79364
荷,79316
伸,79004
啊,78837
添,78835
寿,78720
牵,78693
垃,78671
榜,78589
秦,78235
圾,78078
摸,78027
剂,77897
暗,77768
俱,77711
描,77705
甸,77612
拟,77540
玩,77437
饲,77398
赠,77352
弄,77063
允,76874
凭,76795
皇,76609
厉,76471
俊,76252
桂,76160
奏,76117
巧,76076
盗,75698
症,75644
仓,75567
耐,75477
芳,75092
拜,75000
岩,74975
译,74757
狠,74525
惩,74465
弘,74434
肩,74352
匪,74300
赋,74200
孤,74045
歧,73831
蒂,73643
恰,73590
颁,73560
臣,73413
叛,73327
摘,73061
彼,72964
廷,72901
柏,72833
堆,72688
曹,72663
柱,72387
鸟,72363
拆,72158
寄,72125
厦,71844
昨,71811
劣,71778
扰,71605
煌,71563
乃,71517
迟,71453
锁,71347
柴,71212
脉,71097
妥,70893
坝,70842
帜,70753
蓬,70717
址,70691
郊,70428
咱,70069
潘,70005
剑,69994
泊,69621
陵,69596
牺,69328
衷,69319
喝,69180
凯,69127
溪,69102
赔,68891
戈,68317
辖,68294
沃,68230
湿,68093
腊,67528
妻,67423
粗,67397
仰,67375
悲,67204
淡,67188
欠,67107
栏,67098
浦,67060
诞,67010
灰,66814
框,66767
舒,66526
亦,66417
匈,66364
滚,66258
玛,66133
漠,65869
凌,65734
兹,65687
剩,65450
蛋,65442
霍,65435
糖,65409
卓,65244
秒,65223
琴,65113
葡,64919
顽,64777
颗,64710
碑,64706
浮,64646
俘,64421
拼,64100
冯,64021
柳,63997
滋,63973
胶,63828
懈,63757
愤,63720
帅,63650
尾,63641
嫩,63632
栽,63612
奴,63603
锐,63114
缘,63053
泪,62938
匹,62859
咨,62829
刷,62793
昂,62682
淮,62639
怖,62456
袋,62193
傅,62189
惜,62188
滩,62144
夕,61720
烂,61522
闪,61488
君,61442
乒,61373
挺,61183
契,61155
箭,61135
宅,60828
贪,60810
耶,60635
详,60612
鞋,60506
韦,60384
尝,60331
蔡,60141
垄,60126
嫌,60051
饱,59941
酸,59934
枝,59836
菌,59832
逝,59647
旋,59590
紫,59554
舟,59529
冀,59471
搜,59422
氏,59382
芬,59285
怒,59214
雕,59104
阐,59053
帕,59016
喀,59013
恒,58889
汪,58863
仲,58794
姐,58696
棚,58602
漏,58541
液,58510
爷,58507
泳,58477
狗,58459
桃,58396
彪,58345
挤,58216
塘,58140
犹,58107
桌,57924
杆,57745
堤,57597
熊,57590
饰,57355
睡,57333
遣,57297
屏,57296
埋,57202
晤,56912
枚,56802
姑,56524
锅,56438
肺,56416
吕,56298
碰,56297
填,56158
盈,56122
忍,56118
蹈,55929
仿,55916
屈,55871
茂,55822
峻,55640
冻,55141
疏,54914
堵,54850
掩,54761
盼,54697
梯,54544
喊,54497
斌,54211
页,54158
怪,54153
魂,54119
贩,53742
抚,53432
硕,53315
氧,53239
肖,53225
偷,52965
胸,52688
姜,52481
滥,52436
株,52352
妹,52272
冶,51983
腿,51749
萄,51615
燕,51486
贤,51410
慨,51334
姚,51299
欲,51294
妄,51160
艇,51151
撒,51029
悬,51020
欺,50827
戒,50704
勘,50318
摊,50050
颇,50000
艳,49976
御,49975
魏,49964
逊,49960
郎,49936
扑,49867
弗,49864
溉,49779
仗,49609
粒,49524
攀,49504
谱,49374
寺,49317
押,49277
稀,49157
嘴,49068
缔,49048
喷,48971
逻,48919
掀,48883
睛,48826
衔,48792
坑,48768
搏,48762
跌,48715
瓶,48690
铸,48674
玻,48581
骑,48561
姿,48532
袁,48430
湘,48409
雇,48394
汛,48348
逆,48340
丧,48174
尘,48140
冈,48115
讼,48077
侯,47972
甜,47955
茨,47915
坊,47903
娃,47870
奠,47857
艘,47808
墓,47768
颂,47745
飘,47498
串,47477
翰,47469
慎,47444
腰,47443
绸,47426
遥,47123
脏,47060
歼,46953
凉,46881
乓,46812
扭,46812
娜,46776
汤,46463
悠,46388
廊,46367
踪,46364
颜,46330
缝,46257
卜,46225
侦,46197
骤,46163
谨,46105
秧,46093
丈,45934
惕,45841
顷,45809
妙,45690
爬,45593
衰,45392
荐,45367
畏,45316
竭,45286
罕,45271
惨,45262
钦,45149
娱,45065
翼,44992
丛,44965
爸,44914
蕴,44861
抬,44823
偶,44687
薪,44562
呀,44423
慈,44229
酷,44217
庞,44180
滞,44142
俭,44115
勋,44045
逼,44027
垦,43988
恨,43775
丘,43762
斥,43733
滴,43650
勾,43587
幻,43567
丢,43455
吐,43423
帽,43423
岳,43400
崔,43391
拳,43337
叹,43287
浇,43206
胀,43068
晶,42986
柯,42929
霞,42903
垒,42868
焕,42836
僚,42617
莲,42323
誓,42307
逢,42305
佐,42269
闯,42142
吾,42105
绵,42036
卿,42029
仔,41931
屠,41911
凶,41814
堪,41785
啥,41748
颖,41732
豫,41720
瓷,41651
奈,41562
帐,41523
浅,41523
绳,41475
吊,41279
兆,41188
铭,41064
亭,41015
棵,40857
弥,40810
仇,40707
烦,40562
昭,40450
庙,40401
婆,40384
沪,40309
巷,40228
劝,40172
挪,40047
淘,39796
诈,39796
鸿,39712
挡,39551
酬,39392
羽,39372
唤,39361
贿,39292
窝,39221
栋,39159
颠,38997
璃,38979
剪,38865
郁,38747
悼,38739
骄,38684
禽,38627
耻,38507
粪,38484
鬼,38446
廖,38381
披,38259
赚,38234
纱,38203
腔,38137
晰,37930
暑,37758
撞,37664
悦,37597
寸,37424
溢,37260
鞍,37225
窑,37202
狱,37181
抛,37154
催,37053
挠,36981
坎,36916
雾,36799
愁,36776
糊,36743
卸,36728
擦,36727
灿,36621
慕,36545
疯,36462
帆,36420
盆,36283
秉,36231
敲,36156
乳,36049
朵,36025
萍,35992
歪,35957
暨,35780
兑,35694
哀,35693
孝,35655
癌,35580
芝,35421
漂,35408
泡,35385
肆,35329
碗,35245
苍,35211
挽,35110
傲,35094
魅,35082
遏,35022
仙,34992
翔,34968
逮,34915
诱,34794
翁,34723
哨,34717
涂,34698
挣,34669
桶,34646
猫,34646
悄,34644
惑,34577
辱,34497
劫,34466
茅,34442
纤,34360
犁,34354
磋,34302
渴,34266
怨,34264
厘,34256
衅,34229
啦,34178
弯,34162
涝,33993
叔,33986
葛,33944
葬,33790
碧,33786
丑,33699
乙,33652
斜,33447
睦,33394
匠,33294
藤,33238
玲,33231
函,33131
谦,33045
捍,33012
棒,32971
柔,32966
摧,32876
谭,32757
碱,32737
驰,32734
呵,32665
澜,32635
笼,32495
粤,32194
钩,31928
蛮,31896
屡,31879
琳,31809
渗,31709
揽,31673
稍,31669
阮,31664
砍,31598
坪,31594
吞,31593
窃,31581
谣,31565
皆,31533
鸭,31430
胎,31427
孕,31411
绣,31404
薯,31402
垂,31399
殷,31399
舱,31274
驳,31235
奸,31122
邹,31076
铃,31072
抑,30989
虹,30953
浸,30950
鼠,30920
愉,30913
歇,30830
淀,30786
妨,30712
隶,30660
膨,30658
兽,30629
汰,30585
昔,30253
柜,30246
蒸,30193
弊,30174
挫,30145
辰,29980
勉,29918
疲,29821
挚,29817
砂,29817
彦,29815
萧,29807
聊,29806
晒,29714
瞩,29713
鹤,29690
鄂,29639
轴,29586
吓,29504
塌,29393
捞,29380
磁,29273
琼,29162
渝,29126
酿,29119
儒,29031
邪,29007
眉,28982
挨,28951
掠,28940
蔑,28913
姻,28905
泄,28886
贼,28882
哭,28812
婴,28711
枢,28685
籽,28671
撮,28642
膜,28631
拘,28543
舶,28528
夹,28501
殿,28400
芒,28339
脆,28319
淑,28301
苹,28267
薛,28201
潭,28137
俩,28136
夸,28119
钉,28047
芦,28036
奎,28000
拦,27941
鼻,27929
腹,27923
臭,27886
聪,27883
炳,27834
熙,27798
沧,27668
宙,27618
蜂,27594
骂,27561
屯,27549
靖,27512
辨,27445
隧,27399
拾,27316
刮,27280
闸,27277
庸,27263
辐,27250
泼,27246
捉,27106
翠,27085
饼,27045
捧,27040
扮,27023
崭,26998
韵,26994
筋,26985
稼,26969
轧,26818
鹿,26811
憾,26661
蚀,26624
饿,26588
蚕,26552
沫,26420
臂,26387
茫,26359
鼎,26354
魔,26294
韧,26288
厄,26263
邵,26263
蔓,26250
圭,26240
旭,26233
洒,26212
嘱,26199
迄,26133
喂,26056
谬,26043
赣,26015
叠,25990
锄,25986
枣,25978
诬,25913
洽,25854
赁,25817
寓,25811
畔,25809
恳,25646
阎,25622
朽,25600
逾,25573
菊,25463
炬,25413
撰,25396
狼,25355
罐,25308
厕,25306
匆,25202
蕾,25169
邱,25159
祸,25149
崛,25124
猎,25051
肝,25042
夯,25022
晴,25022
醉,24985
孜,24964
氢,24921
禄,24893
愧,24767
聂,24754
枯,24690
椅,24686
坤,24669
愚,24619
汶,24585
肿,24582
募,24552
涅,24542
彬,24540
铝,24485
颈,24268
斑,24218
抹,24175
饶,24126
硫,24096
喻,24060
芽,23982
垮,23967
戚,23917
郝,23811
浆,23775
焊,23770
杉,23759
馈,23747
凸,23745
鹰,23743
橡,23738
疼,23685
浑,23668
鲍,23652
篷,23651
饥,23608
蛇,23551
磊,23517
鞭,23490
轿,23481
俞,23376
恋,23324
敞,23233
幽,23219
盒,23173
绥,23144
辣,23128
仆,23091
趟,23084
俺,23082
巾,23064
谅,23025
荆,22944
壳,22931
嫁,22925
厨,22904
慌,22898
雁,22895
湛,22755
悔,22685
卧,22666
擅,22598
伞,22555
桐,22552
锤,22551
穗,22539
莉,22470
漆,22468
渣,22420
尿,22410
竣,22402
阜,22329
肇,22317
咸,22311
崖,22310
蜜,22277
衍,22276
罩,22268
杠,22247
粹,22242
瞻,22225
扇,22210
沼,22139
纹,22025
脂,22020
炒,22001
瘦,21985
惧,21981
肠,21869
龚,21853
