token,count
提供,540443
及,537452
推进,534730
开始,532033
以及,527927
其,526915
日本,525539
可,524958
许多,523803
积极,523417
比,518725
前,516834
毛主席,510933
增长,510481
继续,508661
地方,505576
促进,501621
取得,500835
增加,500244
安全,499741
项目,496192
苏联,494885
指出,493910
去年,489483
城市,489443
和平,488797
起来,486970
关于,486728
任务,481058
本报,478026
委员会,475254
工人,471413
基础,466195
正在,464397
出,460794
民族,458835
由于,457240
单位,449916
作用,447478
起,444702
决定,440063
共同,439715
报道,436895
高,435099
学生,432036
人们,431885
投资,431230
特别,430576
你,428705
时间,428139
以来,428051
产品,426295
三,425710
但是,424252
不是,424222
完成,423688
内,422838
影响,422707
再,416938
规定,414795
总理,414136
根据,413547
其中,409603
科学,408087
其他,407283
习近平,406802
得到,403455
过去,399946
应,397386
什么,396107
发生,395126
一定,395087
却,393818
水平,390282
力量,389654
领域,389351
中心,388564
上海,386548
实施,384990
人员,384313
至,383320
工程,381287
反对,381199
产业,381170
看,381068
科技,380418
努力,378996
两,378828
具有,377602
不仅,377567
对于,377324
保护,376830
希望,376706
以上,375051
帮助,372937
一次,370619
工业,370471
时代,369921
事业,369748
如果,368461
更加,367341
重点,366157
中央,363993
总统,363333
当,362677
可能,362576
形成,361618
经验,360945
两个,359634
这里,358850
达,358329
走,356023
条件,355272
经过,354526
方式,353366
各种,353079
环境,352726
小,351741
达到,351486
只有,350825
实行,349410
二,348987
基本,348919
能力,348446
一种,346562
成立,345107
出现,344147
青年,342010
报告,340786
重大,340557
劳动,340376
代表团,339736
运动,338129
伟大,334550
一切,333886
不同,332682
学校,332261
而且,331033
才,328663
保障,328268
稳定,328145
采取,327628
各地,327315
因为,325745
大家,324805
那,323168
占,322627
名,322204
因此,321470
集团,321232
曾,320299
获得,319394
深入,319386
措施,318869
强调,318270
这次,317823
理论,315910
双方,314912
持续,314358
亿元,314128
还有,313779
发现,313465
之间,313075
发挥,313055
应该,311477
胜利,310224
包括,310092
看到,309305
使用,309061
利用,308571
如,308233
扩大,307833
统一,307172
作,306689
加快,303955
共,303099
各国,301923
还是,301834
体系,301700
国,299352
特色,299285
战略,298851
全球,298670
介绍,298341
一起,296904
实践,296873
困难,296326
能够,296326
时候,295641
了解,294214
才能,294193
传统,293897
越南,293550
只,293477
保证,293420
村,292974
资源,291570
召开,291494
创造,290490
国务院,289644
维护,289494
目标,288800
机构,288792
正,288289
受到,287852
大会,286827
存在,286588
意见,286443
严重,286231
县,286065
该,285904
现代化,285661
过程,285421
作出,284794
广大,284562
建议,284230
行动,283828
如何,283672
职工,281914
提升,281506
想,281434
资金,281373
道路,278921
质量,278134
孩子,278105
机制,278081
访问,277742
完善,277523
国内,276612
进入,276574
民主,276487
以后,274564
当地,272117
原则,270863
办法,270501
最大,269968
无产阶级,268827
不少,268031
会见,267110
法律,266417
万,266279
超过,265899
全部,265121
最近,264945
按照,262547
则,261676
实际,261590
每,260927
发表,260242
家,260130
联合,258551
当前,258530
元,258201
全,257482
落实,256861
主任,256855
生态,255979
部队,255629
电,255547
准备,254878
认识,254100
本报记者,253826
调查,253783
区,253327
一年,253095
近,252624
内容,252400
信息,252257
驻,250347
部长,250274
保持,249366
市,249130
老,248722
利益,248627
搞,248340
经营,247293
完全,247137
团结,247035
有效,246851
应当,245533
部分,245486
坚决,245103
万元,244615
很多,244533
艺术,244519
交流,243992
总书记,242996
比赛,242769
粮食,242646
讨论,242602
既,242510
人才,242199
专家,242125
健康,241858
造成,241572
来自,241390
相关,240662
系统,240317
分别,240239
责任,239506
治理,239390
结合,239366
执行,239104
增强,239073
标准,238632
土地,238608
朝鲜,237983
任何,237564
期间,237541
开发,236801
联合国,235621
方法,233662
时期,233156
像,232730
最后,232209
各级,232041
省,231613
有些,231525
结果,231492
宣传,231029
先进,230633
仍,230570
成果,230113
所有,229873
参与,229657
就业,229270
直接,229213
委员,228625
成功,228573
因,226745
接受,225876
真正,225838
战争,225544
制定,225040
成,224919
第一,224850
机关,223841
美,223716
并且,223550
甚至,223124
约,222017
负责人,221905
带来,221657
呢,219822
贸易,219542
变化,219426
香港,218961
基层,218405
即,218296
收入,217742
文明,217473
大量,217253
意义,217115
做好,217081
四,216301
一直,216175
监督,215945
改善,215212
改造,214520
旅游,214211
虽然,213341
举办,213137
敌人,212671
工厂,212506
长期,212456
较,212132
书记,211982
未来,211241
英国,210970
讲,210739
之一,210593
贡献,210105
党员,209382
检查,209175
一样,208362
结束,208171
出席,208128
指导,207481
军队,207251
个人,207163
规划,207065
两国,206704
处理,206260
优势,205447
首先,205002
反映,204776
打,204457
祖国,204143
随着,203886
每年,203823
自,203233
及时,203070
投入,202479
形式,202171
友好,201520
非洲,201236
站,201212
表现,201087
外,200806
培养,200486
设计,200266
总,199943
改变,199750
社员,199509
法国,199430
中国共产党,199251
按,198963
产生,198839
很大,198415
抓,198389
领导人,198208
帝国主义,198081
平台,197663
减少,197409
一位,197039
医院,196466
设备,195897
调整,195811
独立,195306
行业,195265
越来越,195074
人类,194653
之后,194565
正式,194251
事,193993
综合,193953
长,193258
军事,193154
需求,193068
恢复,192793
比较,192661
行为,191812
更好,191288
新闻,191079
或者,190437
点,189893
便,189748
仅,189742
战斗,189703
十分,189103
岁,189062
受,188999
非常,188844
开放,188606
基地,187309
党中央,187024
专业,187022
汽车,186923
集中,186884
正确,186638
广泛,186590
核心,186286
宣布,186102
亚洲,185749
社区,184823
出来,184137
居民,183984
行政,183862
制造,183639
具体,183553
近年来,183478
分,182460
及其,182374
欢迎,182276
现象,181839
妇女,181551
一项,180875
你们,180582
消费,180256
先后,179789
协调,179687
一批,179616
家庭,179435
原因,179386
迅速,179258
形势,179211
巨大,179175
本,178926
一般,178391
成绩,177444
五,176559
网络,176505
吃,176430
侵略,176210
厂,176101
台湾,175908
米,175338
数据,175278
范围,175235
明确,175124
丰富,175058
深化,174456
印度,174429
谁,174258
不会,174144
规模,173292
当时,173036
认真,172712
多年,172530
队,172159
友谊,171974
整个,170837
争取,170772
知道,170737
人口,169941
价格,169881
写,169199
负责,168932
一条,168909
摄,168528
方向,168328
建成,168320
美帝国主义,168120
作品,167847
安排,167846
战士,167685
绿色,167242
重视,167184
者,167135
欧洲,167117
巩固,166924
联系,166652
良好,166555
村民,166492
注意,166478
阶段,166317
培训,165540
关注,165538
价值,165452
确保,165265
区域,165135
本报讯,164783
贯彻,164693
号,164364
资产阶级,164284
路线,164084
而是,163995
只要,163960
突出,163835
办,163653
现代,163388
破坏,163380
带,163283
协议,163208
深刻,162847
来到,161210
干,161163
平均,160674
分析,160494
根本,160475
乡村,159959
法,159928
控制,159631
越,159217
做到,159132
小时,158710
今后,158682
面临,158203
路,158089
结构,158049
探索,157650
目的,157480
全省,157380
集体,157214
体现,156793
铁路,156770
矛盾,156736
水,156533
选择,156464
事件,156229
少,156185
它们,156103
快,155736
鼓励,155659
大队,155204
加大,155004
充分,154943
讲话,154786
队伍,154691
体育,154640
种,154023
始终,153997
地位,153838
金融,153801
出口,153394
柬埔寨,153286
强,153093
进步,152773
一系列,152759
感到,152476
三个,151977
优秀,151738
正是,151679
逐步,151643
经常,151625
公社,151300
一点,150630
那些,150562
解放,150348
中方,149996
每个,149995
推广,149847
各项,149702
低,149578
给予,149437
模式,149218
教师,149216
确定,148981
消息,148949
首都,148833
最高,148827
德国,148826
关键,148776
如今,148555
知识,148380
马克思主义,148188
靠,148092
出版,147993
公开,147889
难,147737
观众,147559
引导,147339
经,147210
毛泽东思想,147074
成就,146971
没,146750
朋友,146745
改革开放,146678
业务,146613
发布,146296
告诉,146140
间,146095
组成,146078
自由,146069
构建,145608
银行,145559
均,145502
大学,145304
党委,145248
有人,144982
引起,144823
天,144602
面积,144370
一天,144055
只是,143885
左右,142791
掌握,142763
所谓,142672
中华人民共和国,142317
成员,141937
演出,141870
所以,141746
贷款,141694
共产党,141648
风险,141430
下降,140366
资本主义,140330
面对,140253
自然,140107
钱,140034
来说,139892
西藏,139831
普遍,139671
特点,139408
规范,139199
媒体,139190
另,139132
创作,138954
说明,138947
周年,138918
多个,138842
全体,138827
仍然,138697
几个,138561
有限公司,138216
疫情,138199
听,138091
有力,137760
程度,137719
转变,137102
每天,137081
以前,136904
产量,136769
连续,136581
材料,136495
还要,136399
显示,136390
合作社,136005
电影,135960
针对,135644
主题,135515
吗,135453
立即,135333
日前,135213
能源,135183
展开,135081
北京市,134471
文章,133511
强化,133418
有利于,133228
满足,132840
方针,132391
无,132340
女,132138
开,131967
学,131338
决心,130958
数字,130931
未,130882
挑战,130869
明显,130607
关心,130484
论坛,130098
俄罗斯,129999
先生,129861
方案,129746
医疗,129601
部署,129527
首次,129373
故事,129243
西方,128656
原来,128407
决议,128371
协会,128190
主动,128143
不要,128067
现实,127924
依法,127910
商品,127747
总结,127611
除了,127353
参观,127288
高度,126895
力度,126883
然而,126846
合理,126714
全市,126666
此外,126657
改进,126593
设立,126403
儿童,126283
非,126276
乡,126070
坚定,125858
毛泽东,125839
小组,125738
谈判,125674
图,125626
打击,125386
几年,125344
外国,125213
讯,125188
意识,125097
公里,125074
突破,125009
大型,124958
指示,124844
态度,124826
拥有,124755
理念,124676
第二,124658
请,124657
案件,124549
老挝,124458
生命,124451
热情,124290
那么,124019
机场,123481
现场,123432
批判,123340
世纪,122976
中华民族,122647
工作人员,122442
自身,122388
找,122359
住,122120
问,122033
一带,121946
符合,121913
一路,121586
切实,121145
中共,121082
建筑,121076
大力,121054
事情,121047
会谈,121042
近日,120961
手段,120531
老人,120509
变成,120495
只能,120434
高质量,120256
运用,120219
反,119806
全世界,119760
严格,119712
作者,119495
强大,119382
数量,119304
连,118966
供应,118962
批准,118723
考虑,118556
曾经,118552
各类,118213
种植,118153
两国人民,118137
热烈,117938
是否,117910
可是,117700
表明,117688
称,117680
大使,117660
采用,117491
工作者,117459
打造,117333
应用,117051
运输,117036
声明,116766
东西,116591
证明,116442
经济社会,116228
太,116073
年代,115811
天津,115619
叫,115592
第一次,115554
一致,115422
选举,115391
原,115356
图片,115321
已有,115162
带动,115122
交通,115061
先,115050
一部分,114934
愿,114901
以下,114874
相信,114747
永远,114743
党组织,114713
进,114667
广州,114519
专门,114461
启动,114385
下午,114347
适应,114256
动力,114226
教授,114129
更多,113943
彻底,113803
降低,113594
公布,113340
次,113323
优化,113276
怎样,113222
亿美元,113068
拿,112806
飞机,112456
加工,112430
不到,112189
训练,112161
空间,112046
报纸,111827
为什么,111658
成本,111543
机会,111491
项,111485
南方,111407
扶贫,111250
因素,111175
错误,111102
从而,111094
销售,111076
繁荣,110782
四个,110566
邀请,110440
截至,110370
以色列,110168
积极性,110153
一名,110012
支援,109870
主体,109815
体制,109693
效果,109653
同样,109630
创业,109579
泰国,109563
武装,109538
法治,109515
应对,109495
尤其,109461
事实,109430
一家,109266
前进,109186
文艺,109171
英雄,109164
张,108837
消费者,108777
号召,108712
再次,108585
运动员,108529
监管,108511
担任,108422
广东,108408
新疆,108236
采访,108236
离开,108233
两年,108165
批评,108114
日讯,108006
树立,107936
多少,107890
发动,107780
从事,107747
武器,107674
不足,107653
会上,107587
出发,107499
条,107354
多次,107069
处,107063
买,107028
就要,106950
必要,106817
六,106738
书,106711
智慧,106619
字,106596
有着,106521
基础设施,106470
除,106468
依靠,106456
民生,106417
自觉,106265
文件,106217
财政,106198
石油,106169
围绕,106059
万亩,105821
升级,105714
一场,105645
道,105558
日益,105425
强烈,105393
互联网,105335
全县,104798
自主,104310
无法,104287
带领,104035
当然,103911
推出,103879
人士,103851
年来,103654
第,103596
选手,103531
设施,103515
尊重,103484
尽管,103429
阶级,103270
此次,103172
培育,103102
万吨,102729
此,102684
最终,102651
决策,102613
试验,102606
反动,102543
理解,102502
主张,102382
导致,102293
权利,102204
融合,102102
在于,102055
心,101930
公路,101822
和谐,101417
话,101302
奥运会,101272
统计,100943
进程,100886
古巴,100781
市民,100753
吸引,100719
重新,100712
旧,100695
威胁,100680
党支部,100615
工会,100538
品牌,100495
做出,100494
山东,100413
草案,100391
座谈会,100381
游客,100247
见,99990
如此,99910
怎么,99891
条约,99818
增产,99793
局面,99714
缺乏,99677
评价,99591
跑,99439
信心,99421
立场,99387
活力,99249
终于,99154
七,99128
作风,99084
某些,99034
同比,99017
涉及,98868
用于,98689
户,98592
部,98588
新型,98557
埃及,98526
化,98432
车间,98228
命运,98215
速度,97972
找到,97864
出台,97536
卫生,97363
不够,97329
著名,97257
不过,97233
把握,97064
宪法,97042
处于,96933
中国政府,96842
职业,96619
累计,96570
运行,96539
修正主义,96321
克服,96073
后来,96005
状况,95987
健全,95916
防止,95892
企图,95861
内部,95804
兄弟,95779
容易,95723
奋斗,95639
纪念,95583
压力,95541
食品,95526
送,95516
脱贫,95504
功能,95496
城乡,95269
观点,95189
为主,95126
转型,94765
四川,94741
援助,94720
爱国,94668
成长,94468
分子,94401
展示,94311
台,94074
追求,94043
学院,93928
感受,93909
比如,93630
发出,93494
的话,93479
人民政府,93469
国外,93303
人物,93287
西部,93056
复杂,92961
充分发挥,92960
正常,92835
镇,92683
反革命,92648
幸福,92577
浙江,92436
分配,92417
高校,92305
特殊,92167
执法,92052
纷纷,92015
住房,91986
江泽民,91919
国民经济,91891
爱,91819
对此,91694
几乎,91679
推行,91609
文学,91594
那样,91575
庆祝,91563
办公室,91524
上午,91504
对话,91419
停止,91326
基金,91214
快速,91213
不可,91161
报,91121
件,90994
等等,90799
秘书长,90681
环保,90677
传播,90602
发,90601
对外,90534
战胜,90502
统筹,90483
往往,90465
李,90377
那里,90358
重,90292
签订,90279
前往,90145
形象,90126
研发,90109
上升,90025
伊拉克,90020
节约,89882
竞争,89767
派,89731
考察,89587
商业,89521
一方面,89476
承担,89455
进口,89412
物资,89399
花,89349
吧,89299
公共,89231
愿意,89119
岗位,88981
王,88739
签署,88681
谈,88652
规律,88525
加入,88412
发展中国家,88407
协定,88325
回到,88263
多种,88260
通知,88250
外交部,88198
医生,88081
资料,88042
这项,87937
限制,87928
试点,87919
一道,87898
夫人,87846
欧盟,87791
伊朗,87755
比例,87752
早,87712
回答,87659
江苏,87562
县委,87434
当局,87344
团长,87305
研究所,87250
月份,87192
胡锦涛,87183
广西,87153
属于,87123
经历,87096
附近,87084
第一个,87015
当年,86931
很快,86896
于是,86868
巴基斯坦,86846
文化大革命,86735
联盟,86628
工资,86623
办理,86608
教学,86547
农产品,86541
相结合,86179
读者,86028
大规模,85780
莫斯科,85733
晚上,85660
招待会,85624
逐渐,85471
患者,85448
承认,85426
振兴,85402
着力,85323
这位,85288
车,85282
作家,85107
共产主义,85059
觉得,85015
工人阶级,84977
谴责,84968
显著,84806
邓小平,84769
走向,84480
面前,84397
修改,84348
为此,84344
生产力,84295
转移,84263
落后,84202
整体,84135
外长,84041
保卫,84033
指标,83926
大学生,83886
购买,83883
注重,83838
遭到,83794
同意,83783
头,83747
年底,83684
街道,83615
阿拉伯,83560
施工,83483
谈到,83474
相互,83344
需,83273
上述,83252
自治区,83227
进展,83105
亩,83006
变,82907
不得,82628
一片,82582
条例,82498
外交,82464
治疗,82444
发言,82410
危机,82221
兼,82145
第三,82095
损失,81910
紧张,81881
亿,81751
全国政协,81711
各个,81680
人数,81652
座,81544
您,81541
遇到,81495
支撑,81399
春节,81310
工具,81295
村里,81259
阴谋,81179
重庆,81145
机遇,81116
总是,81012
引领,80821
中共中央,80716
阶级斗争,80680
初步,80583
更是,80571
不但,80532
污染,80523
渠道,80511
呼吁,80493
配合,80439
资本,80430
立法,80424
东北,80411
举措,80396
科学技术,80345
主持,80317
搞好,80315
一座,80297
附图片,80274
全国人大常委会,80127
韩国,80003
转化,79885
任,79683
十八,79672
河北,79659
党内,79619
达成,79471
组,79322
位于,79281
走进,79201
青少年,79164
手,79140
权力,79082
发扬,78961
至今,78954
性,78869
供给,78724
行,78715
生产队,78713
官员,78595
边,78587
贫困,78509
巴西,78497
著作,78474
大批,78449
品种,78441
小学,78408
啊,78340
小麦,78335
费用,78323
社,78313
刚,78155
科研,78106
复兴,78091
物质,78022
审议,77980
下来,77847
效益,77711
三年,77693
申请,77690
河南,77554
现有,77544
劳动力,77471
亲切,77418
效率,77314
预计,77260
指挥,77250
例如,77223
危险,77213
国民党,77174
南非,77166
防治,77070
吨,77054
老师,77025
做法,76918
合同,76910
各方,76907
这么,76880
武汉,76832
引进,76701
司法,76662
密切,76662
一件,76644
两岸,76632
棉花,76558
动员,76530
教导,76491
然后,76385
平等,76376
意大利,76307
顺利,76270
政权,76263
非法,76256
表演,76152
最好,76149
即将,76097
专项,76051
尽快,76004
阿富汗,76002
蔬菜,75930
标志,75797
军,75746
观念,75674
超,75650
极大,75645
协商,75601
评论,75579
跟,75531
大国,75411
取消,75407
共产党员,75320
获,75244
值得,75235
到达,75220
一支,75210
高兴,75157
式,75121
另外,75094
加速,74958
发言人,74904
提前,74847
干涉,74828
表达,74739
南京,74726
不再,74685
避免,74667
考核,74616
平衡,74578
接着,74566
享受,74545
抓好,74464
共识,74453
卖,74435
一步,74400
大大,74268
局,74238
覆盖,74236
收购,74000
状态,73998
共享,73986
类,73938
解放军,73701
死亡,73648
难以,73616
多名,73554
审批,73497
失败,73464
山,73451
生动,73436
普通,73425
机器,73410
相当,73390
履行,73334
依然,73327
留下,73324
某,73286
装备,73281
别人,73250
澳门,73198
在内,73067
建,73045
防控,73014
消灭,72982
长江,72804
公民,72792
海外,72729
进攻,72618
深,72501
一边,72448
山区,72437
阿尔巴尼亚,72433
之前,72322
电话,72271
简单,72225
议会,72147
队员,72113
地震,72029
位,72024
预算,72011
实力,71960
拓展,71937
共建,71898
用户,71792
赴,71732
明年,71711
贫下中农,71699
线,71655
少数民族,71623
竞赛,71598
其实,71539
一面,71520
大部分,71410
加以,71358
共同体,71286
成效,71278
充满,71133
实际上,71108
京,71087
补贴,71066
因而,71059
贯彻落实,71041
团队,70902
家里,70838
心里,70789
科学家,70724
必然,70654
方便,70624
开幕,70623
森林,70604
乡镇,70586
海洋,70550
俄,70530
公众,70522
适当,70438
拉,70398
波兰,70393
纳入,70356
体验,70348
共有,70240
印度尼西亚,70061
格局,70004
煤矿,69983
违反,69895
较大,69878
真,69724
赢得,69671
知识分子,69652
美丽,69611
调研,69597
民众,69581
院长,69565
叙利亚,69496
中国队,69457
民间,69425
人均,69399
四人帮,69395
期待,69349
程序,69268
八,69254
鼓舞,69232
发行,69173
女子,69092
之中,69064
当天,68991
人民币,68850
倡议,68846
冠军,68775
湖南,68693
音乐,68577
法院,68523
义务,68477
另一方面,68459
支付,68368
周恩来,68331
深圳,68241
零,68237
山西,68201
下去,68162
湖北,68092
难题,68091
全年,68051
马,67970
官兵,67888
打破,67821
象,67706
农户,67641
阅读,67633
放在,67560
巴勒斯坦,67507
优质,67488
以便,67463
展览,67446
迎接,67384
机械,67269
不好,67236
事故,67145
使命,67144
抓住,67141
犯罪,66988
市场经济,66977
总体,66977
母亲,66947
两国关系,66845
秩序,66816
法规,66791
消除,66789
上半年,66745
文物,66721
原料,66673
亲自,66636
中华,66557
影片,66529
利润,66526
最新,66520
局势,66511
整治,66414
予以,66401
巴黎,66397
社论,66397
拒绝,66374
当代,66359
日子,66296
典型,66243
博物馆,66137
光荣,66115
违法,66114
环节,66087
团体,66083
为首,66068
语言,66063
对象,66052
唯一,66046
专政,65934
收到,65904
相对,65853
她们,65846
临时,65844
生态环境,65812
梦,65807
初,65733
药品,65672
虽,65652
光辉,65636
袭击,65555
听取,65468
增进,65429
感谢,65386
计算,65378
市长,65226
潜力,65088
哪里,65040
团,65011
东盟,65003
高级,64977
弘扬,64925
愿望,64744
相比,64681
智能,64665
有所,64661
传承,64652
理想,64640
交易,64630
一份,64622
父亲,64594
应急,64578
城,64504
谈话,64489
云南,64483
倍,64477
协同,64463
配套,64401
风,64349
东京,64316
灾区,64307
激发,64294
一下,64275
年轻,64220
不管,64217
九,64127
互相,64045
登记,64029
级,64017
党和国家,63974
国内外,63962
统治,63915
协作,63840
十年,63804
身上,63803
节目,63744
高效,63687
远,63656
改,63593
福建,63536
本届,63459
舞台,63283
仪式,63266
技术人员,63189
道德,63121
毕业生,63054
祝贺,62845
率,62701
率领,62695
读,62656
型,62537
罗马尼亚,62526
人权,62466
清楚,62341
加上,62293
些,62284
同学,62251
肯定,62250
解释,62175
禁止,62115
监测,62062
公斤,62058
美元,62055
中学,62027
美好,62015
车辆,61976
电力,61935
学术,61912
老百姓,61842
电子,61839
清理,61786
浪费,61745
步伐,61726
李鹏,61660
沟通,61639
来看,61596
制造业,61585
学者,61574
西德,61537
深度,61487
少数,61459
十月,61414
保险,61393
江西,61380
精准,61380
看来,61357
必将,61247
整顿,61190
残疾人,61155
儿子,61152
一线,61054
黄河,61002
市委,60957
本身,60936
冲突,60885
趋势,60861
设置,60773
各界,60651
常常,60647
示范,60635
系列,60436
积累,60434
五年,60407
编辑,60342
即使,60333
免费,60332
事务,60289
成员国,60246
耕地,60232
制作,60145
管,60138
华盛顿,60043
全民,60039
志愿者,59972
届,59941
高度重视,59907
交往,59902
电视,59886
农民工,59850
一体化,59823
大陆,59747
运营,59733
观察,59717
至少,59703
人生,59688
新增,59625
时说,59575
内蒙古,59561
感情,59492
五月,59435
安徽,59432
友好合作,59431
周围,59429
准确,59416
走出,59401
德,59376
无论,59334
年度,59322
听到,59244
反复,59189
主权,59171
允许,59132
舆论,59131
是从,59032
垃圾,59031
碳,58955
红色,58882
开辟,58823
各族人民,58764
到底,58763
聚焦,58763
演员,58762
手机,58725
年前,58716
扶持,58713
记,58687
艰苦,58686
中日,58678
赢,58665
旅客,58580
集会,58543
担当,58424
公平,58384
哲学,58292
审查,58240
令人,58202
朝,58174
性质,58167
差距,58150
学会,58139
营造,58073
强国,58056
不久,58021
模范,57947
南,57931
共和国,57925
坚强,57875
相应,57805
展现,57802
一套,57801
不了,57729
丰收,57713
侵略者,57590
作业,57581
一部,57515
两次,57362
怕,57264
河北省,57264
职责,57251
反动派,57225
英,57211
往,57192
杭州,57171
公园,57163
沈阳,57091
男子,56956
刚刚,56925
六月,56890
遭受,56854
三月,56826
激烈,56819
新建,56799
真实,56783
时刻,56776
协助,56743
全区,56736
竞争力,56721
打开,56705
贵州,56657
接待,56646
走上,56607
批,56581
刘,56559
承诺,56531
评估,56524
公正,56519
各自,56511
信,56453
普及,56415
领土,56368
且,56362
损害,56339
素质,56329
经费,56297
资产,56264
澳大利亚,56259
发放,56253
有时,56221
回国,56174
群体,56169
执政,56166
几天,56132
政党,56083
指,56076
职务,56033
一张,55954
记录,55901
那个,55882
作战,55863
量,55832
重要讲话,55805
华侨,55801
警察,55750
其它,55744
检验,55714
负担,55668
联合会,55650
员工,55624
独特,55612
成都,55607
卫星,55578
生,55501
城镇,55417
深化改革,55411
势力,55409
班,55339
民兵,55316
七月,55298
收费,55274
回来,55269
生物,55261
活,55230
四月,55211
加紧,55196
马克思列宁主义,55176
位置,55064
半,55053
劳动者,55043
农场,55029
办事,54932
广播,54909
自我,54901
抗议,54876
调动,54876
南朝鲜,54870
广场,54867
自动,54859
接触,54858
声音,54852
税收,54801
网站,54776
喜欢,54750
一块,54736
养老,54682
局长,54644
大多数,54628
热爱,54620
战线,54583
所在,54561
有助于,54522
病人,54511
论,54504
优先,54418
拥护,54354
北方,54309
完,54285
操作,54284
中东,54226
煤炭,54114
田,54110
上海市,54090
死,54073
精神文明,54049
气氛,53913
收,53905
月底,53899
金,53883
激励,53862
人民日报,53848
党的领导,53843
这时,53838
意味着,53837
网上,53816
刘少奇,53792
更为,53754
收获,53748
客观,53714
攻坚,53650
陕西,53611
客人,53588
日内瓦,53579
加拿大,53528
八月,53522
一行,53467
首相,53407
变革,53378
发达国家,53297
多元,53296
纠正,53277
接见,53248
高水平,53239
海南,53226
今天下午,53174
务实,53152
百姓,53136
重建,53114
广阔,53023
思考,52968
国有企业,52916
加,52868
预防,52853
这场,52824
差,52813
制,52802
峰会,52695
紧密,52631
情绪,52630
陈,52615
视频,52592
五个,52587
扎实,52565
环境保护,52541
很好,52500
有序,52494
西安,52484
通讯,52473
红,52437
病,52436
放弃,52412
宴会,52407
领导班子,52405
知识产权,52390
上级,52358
开幕式,52352
到处,52348
锻炼,52327
稳,52294
提,52283
流动,52281
人大,52272
煤,52248
对接,52220
人民公社,52092
一月,52085
军民,52064
以外,52053
帮,52049
融资,52040
生长,52015
家属,52009
凝聚,51992
党委书记,51981
陆续,51943
经济效益,51886
向前,51856
互利,51776
具备,51776
规则,51714
回,51688
竟,51667
海军,51665
副委员长,51651
前来,51642
领袖,51596
助力,51584
伟大领袖,51563
例,51554
直到,51548
英勇,51531
种子,51512
布局,51471
大事,51463
梦想,51434
转,51401
温家宝,51366
确实,51349
产业链,51330
毕业,51330
第二次,51324
疾病,51259
是因为,51255
感觉,51250
苏,51233
救助,51186
巴,51140
共同努力,51102
体会,51081
口号,51076
出去,50991
场,50987
习惯,50944
奥运,50798
房屋,50681
前提,50678
融入,50657
称为,50656
安装,50640
天气,50623
两种,50612
成熟,50595
钢铁,50593
师,50592
似乎,50582
党建,50575
回家,50499
增收,50480
山东省,50479
伦敦,50461
满意,50443
考验,50426
奖励,50391
突然,50369
依据,50355
广东省,50345
安置,50344
照顾,50219
前景,50218
物流,50209
人大代表,50203
陪同,50198
国防,50176
学员,50172
揭露,50143
寻找,50141
创建,50108
网,50100
代表大会,50063
一句,50025
体制改革,50015
辽宁,50014
牺牲,50000
派出,49997
看法,49992
支,49979
信任,49920
港,49898
采购,49888
中间,49875
承包,49870
组建,49868
李克强,49842
众多,49837
节能,49811
释放,49807
